01-jan-15;18:52;20:35;"AV. GUARAPIRANGA AND AV. GUIDO CALOI";-23.66514335;-46.7293359
01-jan-15;18:20;22:42;"AV. RAIMUNDO PEREIRA DE MAGALHAES, 12000";-23.4370127;-46.7205361
01-jan-15;22:26;1:50;" PTE. CRUZEIRO DO SUL AND  PTE. CRUZEIRO DO SUL";-23.5193028;-46.6253512
